dataset,disc_model,method,K_vectors,validity,prob_plausibility,cf_belongs_to_group,log_density_cf,proximity_continuous_manhattan,proximity_continuous_euclidean,isolation_forest_scores_cf,lof_scores_cf,time,coverage,actionability,sparsity,proximity_categorical_hamming,proximity_categorical_jaccard,proximity_continuous_mad,proximity_l2_jaccard,proximity_mad_hamming,log_density_test,lof_scores_test,isolation_forest_scores_test
LawDataset,MultinomialLogisticRegression,DiCE,,0.7990654205607477,0.3625730994152046,,-1.969536,0.5426913620522845,0.4629361553261319,-0.0348885011808677,1.3119057995136514,52.61540603637695,1.0,0.0,0.5107212475633528,,0.4629361553261319,4.438676218907432,0.4629361553261319,,1.5599972,1.0735958,0.0243684464149584
LawDataset,MultinomialLogisticRegression,DiCE,,1.0,0.1627906976744186,,-1.5175176,0.6589712597169849,0.5506893598935899,-0.0737731436132781,1.4696012705278565,47.06226205825806,1.0,0.0,0.5348837209302325,,0.5506893598935899,5.687487463262565,0.5506893598935899,,1.6255394,1.0653164,0.0266114456962563
LawDataset,MultinomialLogisticRegression,RPPCEF_LOCAL,212,1.0,1.0,1.0,2.2215135,0.5517187246587127,0.3220542387359826,0.0504922524653168,1.0329674,7.960186958312988,1.0,0.0,1.0,,0.3220542387359826,4.555369381072386,0.3220542387359826,,1.5876768,1.071542,0.0237169291630696
LawDataset,MultinomialLogisticRegression,RPPCEF_LOCAL,219,1.0,1.0,1.0,2.1289034,0.6371143858828773,0.374044946728655,0.0418773745685037,1.0395901,7.463805198669434,1.0,0.0,1.0,,0.374044946728655,5.292024351146123,0.374044946728655,,1.575782,1.0737213,0.0269870600411245
LawDataset,MultinomialLogisticRegression,RPPCEF_LOCAL,244,1.0,1.0,1.0,2.0641332,0.6410372524606217,0.3758322785142612,0.0365872066875212,1.04035,7.906447172164917,1.0,0.0,1.0,,0.3758322785142612,5.281799014474525,0.3758322785142612,,1.4528105,1.0832399,0.0163861374136402
LawDataset,MultinomialLogisticRegression,RPPCEF_LOCAL,214,1.0,1.0,1.0,2.3004014,0.5267946057752749,0.3076788419179219,0.0496205822904103,1.0292907,7.671000003814697,1.0,0.0,1.0,,0.3076788419179219,4.172773963380083,0.3076788419179219,,1.6328961,1.0677781,0.0273384599262536
LawDataset,MultinomialLogisticRegression,RPPCEF_LOCAL,215,1.0,1.0,1.0,2.183519,0.5718582409152458,0.3340730709703493,0.0404736016503673,1.0419527,7.2453932762146,1.0,0.0,1.0,,0.3340730709703493,4.7687744340231255,0.3340730709703493,,1.6255394,1.0653164,0.0266114456962563
MoonsDataset,MultinomialLogisticRegression,wach,,1.0,0.174757281553398,,-41.027016,0.5867860082986773,0.5822010657147951,-0.0724963650494273,2.449573280347888,108.74331402778624,0.9537037037037036,0.0,1.0,,0.5822010657147951,2.6572379376724773,0.5822010657147951,,1.4297742,1.0385395,0.0028053909704789
MoonsDataset,MultinomialLogisticRegression,wach,,1.0,0.2450980392156862,,-12.2117815,0.5707885983637443,0.5673929835948612,-0.0704873404011477,2.4768176,105.78641295433044,1.0,0.0,1.0,,0.5673929835948612,2.687007135035945,0.5673929835948612,,1.3272214,1.0723238,0.0040126201445144
MoonsDataset,MultinomialLogisticRegression,wach,,1.0,0.268041237113402,,-119.28777,0.5769847876034658,0.5729088186648112,-0.0824163560370922,2.8545363,101.18997001647948,1.0,0.0,1.0,,0.5729088186648112,2.667451150638541,0.5729088186648112,,1.2665557,1.0620995,0.0014375380710851
MoonsDataset,MultinomialLogisticRegression,wach,,1.0,0.2115384615384615,,-22.346832,0.5657956802964551,0.5616478155785807,-0.0780264241292416,2.7204015,109.12119603157043,1.0,0.0,1.0,,0.5616478155785807,2.5638854045134325,0.5616478155785807,,1.3825774,1.0664157,0.0003264332190013
MoonsDataset,MultinomialLogisticRegression,wach,,1.0,0.1782178217821782,,-12.233579,0.5603886988050867,0.5553011504431122,-0.0662367640156597,2.455657588402953,116.29392790794373,0.9901960784313726,0.0,1.0,,0.5553011504431122,2.57347135480879,0.5553011504431122,,1.3620498,1.0509523,0.0003881784533333
MoonsDataset,MultinomialLogisticRegression,Artelt,,1.0,0.0,,-0.64670026,0.295351267880288,0.2953503947864427,-0.0077673935303651,1.2914733992287009,8.558717966079712,1.0,0.0,1.0,,0.2953503947864427,1.334009656228157,0.2953503947864427,,1.4283088,1.0378119,0.0028909804358039
MoonsDataset,MultinomialLogisticRegression,Artelt,,1.0,0.0,,-0.84285593,0.2719005470306098,0.2719001128293983,-0.0102692599175307,1.3177482671202894,4.745299100875855,1.0,0.0,1.0,,0.2719001128293983,1.278174365510062,0.2719001128293983,,1.3272214,1.0723238,0.0040126201445144
MoonsDataset,MultinomialLogisticRegression,Artelt,,1.0,0.0,,-1.2758459,0.2761092078800365,0.2761082539534791,-0.0216663984262834,1.3798677001480484,9.861488819122314,1.0,0.0,1.0,,0.2761082539534791,1.2735842940308997,0.2761082539534791,,1.2665557,1.0620995,0.0014375380710851
MoonsDataset,MultinomialLogisticRegression,Artelt,,1.0,0.2403846153846154,,-0.121908,0.2703236283736501,0.2703230337563634,-0.0203912230783338,1.33933287751414,5.083349943161011,1.0,0.0,1.0,,0.2703230337563634,1.221926731154249,0.2703230337563634,,1.3825774,1.0664157,0.0003264332190013
MoonsDataset,MultinomialLogisticRegression,Artelt,,1.0,0.0,,-0.7974798,0.2772462905333531,0.2772451127557461,-0.0211005278260223,1.2872243469391424,5.962011814117432,1.0,0.0,1.0,,0.2772451127557461,1.2693079765311377,0.2772451127557461,,1.3628759,1.0501333,1.825773183593581e-05
MoonsDataset,MultinomialLogisticRegression,DiCE,,1.0,0.1666666666666666,,-18.282444,0.7686984631797747,0.6505997374301029,-0.0782835810294269,2.089622994556776,24.774672269821167,1.0,0.0,0.8009259259259259,,0.6505997374301029,3.785434192207288,0.6505997374301029,,1.4283088,1.0378119,0.0028909804358039
MoonsDataset,MultinomialLogisticRegression,DiCE,,1.0,0.2745098039215686,,-5.142371,0.7409571515654177,0.6265825390363867,-0.0640736128379895,2.010874377900833,13.39188027381897,1.0,0.0,0.7892156862745098,,0.6265825390363867,3.709350789631075,0.6265825390363867,,1.3272214,1.0723238,0.0040126201445144
MoonsDataset,MultinomialLogisticRegression,DiCE,,1.0,0.2783505154639175,,-51.82257,0.7384131141378996,0.6365501356347928,-0.0806277642618698,2.4284773824440085,13.57109022140503,1.0,0.0,0.7680412371134021,,0.6365501356347928,3.6803098601358566,0.6365501356347928,,1.2665557,1.0620995,0.0014375380710851
MoonsDataset,MultinomialLogisticRegression,DiCE,,1.0,0.2115384615384615,,-6.736911,0.78213003899873,0.6519483011268346,-0.0596812397375598,1.8739504798480244,11.002815961837769,1.0,0.0,0.7788461538461539,,0.6519483011268346,3.9527988856575,0.6519483011268346,,1.3825774,1.0664157,0.0003264332190013
MoonsDataset,MultinomialLogisticRegression,DiCE,,1.0,0.2745098039215686,,-4.4257207,0.6465186959340273,0.5524672706674186,-0.0477878379312935,1.82094368945928,27.464580059051517,1.0,0.0,0.7745098039215687,,0.5524672706674186,3.260709313471249,0.5524672706674186,,1.3628759,1.0501333,1.825773183593581e-05
MoonsDataset,MultinomialLogisticRegression,RPPCEF_LOCAL,108,1.0,1.0,1.0,1.278945,0.4933295507982149,0.3761156637971674,0.0314760759023036,1.0275843,6.28116774559021,1.0,0.0,1.0,,0.3761156637971674,2.4933020958194025,0.3761156637971674,,1.4283088,1.0378119,0.0028909804358039
MoonsDataset,MultinomialLogisticRegression,RPPCEF_LOCAL,102,1.0,0.4019607843137255,1.0,1.1821208,0.4792694580540353,0.3616144135354526,0.0252409248755355,1.0332232,6.993409633636475,1.0,0.0,1.0,,0.3616144135354526,2.4548676458059573,0.3616144135354526,,1.3272214,1.0723238,0.0040126201445144
MoonsDataset,MultinomialLogisticRegression,RPPCEF_LOCAL,97,1.0,1.0,1.0,1.3642853,0.6215360411766859,0.458278742478883,0.0222569952280933,1.1429614,5.593864917755127,1.0,0.0,1.0,,0.458278742478883,3.2473203275621554,0.458278742478883,,1.2665557,1.0620995,0.0014375380710851
MoonsDataset,MultinomialLogisticRegression,RPPCEF_LOCAL,104,1.0,1.0,1.0,1.3093435,0.5477971260138125,0.4231967858384129,0.0247568109596476,1.1567954,6.557849884033203,1.0,0.0,1.0,,0.4231967858384129,2.7890716407161493,0.4231967858384129,,1.3825774,1.0664157,0.0003264332190013
MoonsDataset,MultinomialLogisticRegression,RPPCEF_LOCAL,102,1.0,1.0,1.0,1.2345341,0.4677088269416024,0.3553415126204349,0.0255330305184505,1.0530704,8.231904029846191,1.0,0.0,1.0,,0.3553415126204349,2.424143542261685,0.3553415126204349,,1.3628759,1.0501333,1.825773183593581e-05
WineDataset,MultinomialLogisticRegression,wach,,1.0,0.0,,-6.5659776,1.1477977459629376,0.8856881953141432,0.0518165263792544,1.6910921,13.585553169250488,1.0,0.0,1.0,,0.8856881953141432,8.201494336128235,0.8856881953141432,,9.749998,1.0578327,0.0618262025262687
WineDataset,MultinomialLogisticRegression,wach,,1.0,0.0833333333333333,,-8.918007,1.1618267795614277,0.9218449478422625,0.0327336806784935,1.7582201,12.755675077438354,1.0,0.0,1.0,,0.9218449478422625,7.423428416252136,0.9218449478422625,,6.6733193,1.079331,0.0386681148800299
WineDataset,MultinomialLogisticRegression,wach,,1.0,0.0,,-21.059149,1.1078355716202746,0.9463784712909422,0.0418480865027369,1.7328866,12.785710096359251,1.0,0.0,1.0,,0.9463784712909422,7.475828127427534,0.9463784712909422,,9.505343,1.0836148,0.0513745245235467
WineDataset,MultinomialLogisticRegression,wach,,1.0,0.0,,-10.445208,1.273849011531898,0.8974038894472114,0.03822714092725,1.5971298271679903,11.352458000183104,0.5833333333333333,0.0,1.0,,0.8974038894472114,8.975125598093792,0.8974038894472114,,9.679206,1.0317398,0.0517038472646186
WineDataset,MultinomialLogisticRegression,wach,,1.0,0.1818181818181818,,-5.2523136,0.9554356520953164,0.7905685441152103,0.0537234303920187,1.4272187,12.368350982666016,1.0,0.0,1.0,,0.7905685441152103,7.058919689872048,0.7905685441152103,,9.363444,1.0590861,0.0744931394502979
WineDataset,MultinomialLogisticRegression,Artelt,,1.0,0.0833333333333333,,-2.771375,0.6430096493839629,0.6429876031038216,0.0516303099193236,1.5731969728244088,3.1697208881378174,1.0,0.0,1.0,,0.6429876031038216,4.587776774533929,0.6429876031038216,,9.749998,1.0578327,0.0618262025262687
WineDataset,MultinomialLogisticRegression,Artelt,,1.0,0.0833333333333333,,-2.7952092,0.6395253891101451,0.6161118654999588,0.036486062125755,1.5646794672631656,1.2393231391906738,1.0,0.0,1.0,,0.6161118654999588,3.9678626080234234,0.6161118654999588,,6.6733193,1.079331,0.0386681148800299
WineDataset,MultinomialLogisticRegression,Artelt,,1.0,0.0,,-7.264687,0.6617463719450482,0.6419266260708268,0.046987435942948,1.5236362826466268,1.225620985031128,1.0,0.0,1.0,,0.6419266260708268,4.447451672288323,0.6419266260708268,,9.505343,1.0836148,0.0513745245235467
WineDataset,MultinomialLogisticRegression,Artelt,,1.0,0.0833333333333333,,-2.197199,0.5597928171080423,0.5508517550915137,0.0571812162140897,1.3495725523647584,1.4542689323425293,1.0,0.0,1.0,,0.5508517550915137,3.8552740633686393,0.5508517550915137,,10.138246,1.0271575,0.0609602943362083
WineDataset,MultinomialLogisticRegression,Artelt,,1.0,0.3636363636363636,,0.1569193,0.4795203547076776,0.4795065370132914,0.0659300587781104,1.2626972071717526,1.226093053817749,1.0,0.0,1.0,,0.4795065370132914,3.538346264299733,0.4795065370132914,,9.363444,1.0590861,0.0744931394502979
WineDataset,MultinomialLogisticRegression,DiCE,,1.0,0.0,,-2.7092075,1.1894179626409216,0.8781375283449613,0.013539495248673,1.6027546599222977,0.7202272415161133,1.0,0.0,0.1474358974358974,,0.8781375283449613,8.11372229926013,0.8781375283449613,,9.749998,1.0578327,0.0618262025262687
WineDataset,MultinomialLogisticRegression,DiCE,,1.0,0.0833333333333333,,-5.6738954,1.0036482554860413,0.7639350303379758,0.0238240587999195,1.4326819546455802,0.6957108974456787,1.0,0.0,0.141025641025641,,0.7639350303379758,6.513336458837713,0.7639350303379758,,6.6733193,1.079331,0.0386681148800299
WineDataset,MultinomialLogisticRegression,DiCE,,1.0,0.0,,-5.7638493,1.0632725587876684,0.7856296833784225,0.0218125609422427,1.5257438183794714,3.256957769393921,1.0,0.0,0.1538461538461538,,0.7856296833784225,7.066572169607417,0.7856296833784225,,9.505343,1.0836148,0.0513745245235467
WineDataset,MultinomialLogisticRegression,DiCE,,1.0,0.0,,-4.6115813,1.0711215022796143,0.796064162422874,0.0224747962115873,1.4579940560159674,0.6470527648925781,1.0,0.0,0.1538461538461538,,0.796064162422874,7.833949839584793,0.796064162422874,,10.138246,1.0271575,0.0609602943362083
WineDataset,MultinomialLogisticRegression,DiCE,,1.0,0.0909090909090909,,0.6009988,0.8905707421971866,0.6749496995372101,0.0325027607417344,1.3688476292558418,0.5955240726470947,1.0,0.0,0.1398601398601398,,0.6749496995372101,6.623954612080952,0.6749496995372101,,9.363444,1.0590861,0.0744931394502979
WineDataset,MultinomialLogisticRegression,RPPCEF_LOCAL,12,1.0,1.0,1.0,6.3222694,2.4770956759651503,0.725929623444491,0.0504359876206318,1.2730824,6.098562955856323,1.0,0.0,1.0,,0.725929623444491,17.558300256729126,0.725929623444491,,9.749998,1.0578327,0.0618262025262687
WineDataset,MultinomialLogisticRegression,RPPCEF_LOCAL,12,1.0,1.0,1.0,8.285255,2.393117876102527,0.7323227100083082,0.0501009364803216,1.1081401,5.475223064422607,1.0,0.0,1.0,,0.7323227100083082,16.91890486081441,0.7323227100083082,,6.6733193,1.079331,0.0386681148800299
WineDataset,MultinomialLogisticRegression,RPPCEF_LOCAL,11,1.0,1.0,1.0,8.556205,2.5149840892038564,0.7568398591712495,0.0583035493039163,1.1756253,5.391992092132568,1.0,0.0,1.0,,0.7568398591712495,19.018872347745027,0.7568398591712495,,9.505343,1.0836148,0.0513745245235467
WineDataset,MultinomialLogisticRegression,RPPCEF_LOCAL,12,1.0,1.0,1.0,8.011099,2.41260988265276,0.7037146612561647,0.0511202974532538,1.2609221,5.52166223526001,1.0,0.0,1.0,,0.7037146612561647,18.311670462290447,0.7037146612561647,,10.138246,1.0271575,0.0609602943362083
WineDataset,MultinomialLogisticRegression,RPPCEF_LOCAL,11,1.0,1.0,1.0,7.3924866,2.3201116797598926,0.655073745424545,0.0449467979504546,1.2166487,5.8270790576934814,1.0,0.0,1.0,,0.655073745424545,17.227557962590996,0.655073745424545,,9.363444,1.0590861,0.0744931394502979
HelocDataset,MultinomialLogisticRegression,wach,,1.0,0.0,,-301.23724,1.5554385325708031,0.7396439058543314,0.0371839446901114,2.4348200139165392,985.8545479774476,0.9980713596914176,0.0,1.0,,0.7396439058543314,64.77789210745253,0.7396439058543314,,33.302986,1.0898131,0.0545957477404685
HelocDataset,MultinomialLogisticRegression,wach,,1.0,0.0,,-417.58417,1.5446690500976787,0.7448721649778537,0.0398664176390379,2.4213943189912244,988.2717490196228,0.9981042654028436,0.0,1.0,,0.7448721649778537,65.52696515117968,0.7448721649778537,,33.30807,1.0892428,0.0537613806713912
HelocDataset,MultinomialLogisticRegression,wach,,1.0,0.0,,-582.1145,2.0243573097672027,0.9248897093260512,0.0331436320832437,2.9537120219902837,975.2418568134308,0.999028182701652,0.0,1.0,,0.9248897093260512,67.88422641300359,0.9248897093260512,,33.098637,1.0971516,0.0538150051192601
HelocDataset,MultinomialLogisticRegression,wach,,1.0,0.0,,-803.2259,1.4708514834925643,0.7246050465407855,0.0432235357319418,2.4228430307318494,971.3637051582336,0.998037291462218,0.0,1.0,,0.7246050465407855,64.1780089827561,0.7246050465407855,,33.091774,1.1052191,0.0543823877698661
HelocDataset,MultinomialLogisticRegression,wach,,1.0,0.0,,-548.4666,1.5434170508636256,0.7058128371047109,0.0439565637983799,2.3036509,990.1172680854796,1.0,0.0,1.0,,0.7058128371047109,63.20907346271169,0.7058128371047109,,32.243847,1.100529,0.0547365770358048
HelocDataset,MultinomialLogisticRegression,DiCE,,1.0,0.0048216007714561,,-46.268192,1.1592300923764811,0.8835666958141534,0.0035437136681827,2.0097934762276077,138.30137491226196,1.0,0.0,0.0824284097102846,,0.8835666958141534,14.745559505492665,0.8835666958141534,,33.297733,1.0899891,0.0544714806121121
HelocDataset,MultinomialLogisticRegression,DiCE,,0.8815165876777251,0.0225806451612903,,-35.286617,0.9497359874082468,0.7715457817684866,0.0132286103319505,1.7889983398745437,205.79337811470032,1.0,0.0,0.0749415614773258,,0.7715457817684866,12.406051630982043,0.7715457817684866,,33.038353,1.0881194,0.0538880596574871
HelocDataset,MultinomialLogisticRegression,DiCE,,1.0,0.0,,-29.052149,1.184990891717748,0.8868039738499994,0.0087395520882673,2.005609237882323,167.18585801124573,1.0,0.0,0.0843368403261925,,0.8868039738499994,16.893381280341707,0.8868039738499994,,33.102737,1.0970398,0.053876211289285
