"Id","Creation Time","Tags","parameters/method","parameters/disc_model/model_name","parameters/dataset","parameters/counterfactuals/K","metrics/cf/K_vectors","parameters/counterfactuals/origin_class","metrics/cf/valid_cf_disc","metrics/cf/flow_prob_condition_acc","metrics/cf/cf_belongs_to_group","metrics/cf/plausibility","metrics/cf/flow_log_density_cfs","metrics/cf/dissimilarity_proximity_continuous_euclidean","metrics/cf/dissimilarity_proximity_continuous_manhatan","metrics/cf/isolation_forest_scores_cfs","metrics/cf/lof_scores_cfs"
"COUN-7180","2024-05-19 13:40:47","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultilayerPerceptron","BlobsDataset","70","17.0","0","1.0","0.9800000190734863","1.0","0.010000270956266847","2.9934070110321045","0.4594525686216832","0.6414161041378975","0.027665966458053696","1.029679775238037"
"COUN-7179","2024-05-19 13:40:17","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultilayerPerceptron","BlobsDataset","60","20.0","0","1.0","1.0","1.0","0.011359082662668284","3.000725746154785","0.43997633116563717","0.6139735659956932","0.03127107412477598","1.028503179550171"
"COUN-7178","2024-05-19 13:39:52","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultilayerPerceptron","BlobsDataset","50","16.0","0","1.0","0.9700000286102295","1.0","0.009278104350236292","2.9623398780822754","0.4440839590548682","0.6230611994862556","0.02592522808487374","1.039648175239563"
"COUN-7177","2024-05-19 13:39:17","[""plausability"",""k_ablation"",""GCE"",""19.05"",""Q1_log_prob_threshold""]","GCE","MultilayerPerceptron","LawDataset","60","58.0","0","0.9510204195976257","0.995708167552948","0.9918367346938776","0.047497615813590216","1.9402776956558228","0.34475680192156843","0.5660817404737288","0.04160967915764485","1.0324475765228271"
"COUN-7176","2024-05-19 13:38:30","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultilayerPerceptron","BlobsDataset","40","14.0","0","1.0","0.9800000190734863","0.99","0.010201158888991922","2.8511180877685547","0.42010735310102676","0.5877968153357506","0.022474170660599663","1.0542806386947632"
"COUN-7175","2024-05-19 13:38:21","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultilayerPerceptron","BlobsDataset","30","13.0","0","1.0","0.9800000190734863","1.0","0.01018400477266214","2.978264808654785","0.45812614216246955","0.6392466253042222","0.026879179691023616","1.0337133407592773"
"COUN-7174","2024-05-19 13:38:16","[""plausability"",""k_ablation"",""GCE"",""19.05"",""Q1_log_prob_threshold""]","GCE","MultilayerPerceptron","LawDataset","50","47.0","0","0.9590163826942444","1.0","0.9918032786885246","0.04640097353854569","1.9850690364837646","0.33499652352475534","0.5555242365942552","0.04250442053029695","1.033504605293274"
"COUN-7173","2024-05-19 13:38:12","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultilayerPerceptron","BlobsDataset","20","8.0","0","1.0","0.9800000190734863","1.0","0.011202205219012006","2.9495904445648193","0.4543586997418994","0.6345426642894745","0.026159417390924804","1.0281715393066406"
"COUN-7172","2024-05-19 13:37:22","[""plausability"",""k_ablation"",""GCE"",""19.05"",""Q1_log_prob_threshold""]","GCE","MultilayerPerceptron","LawDataset","40","38.0","0","0.9444444179534912","0.9873949289321899","0.9920634920634921","0.051476015607916106","1.8910746574401855","0.3445755692705246","0.5598067858827716","0.03823260390104762","1.0353868007659912"
"COUN-7171","2024-05-19 13:36:45","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultilayerPerceptron","BlobsDataset","10","7.0","0","1.0","0.9800000190734863","0.99","0.011714195904910314","2.6639456748962402","0.43684093969011706","0.6086683580279351","0.010546813409088848","1.072509527206421"
"COUN-7170","2024-05-19 13:35:23","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultilayerPerceptron","BlobsDataset","8","6.0","0","1.0","0.949999988079071","0.99","0.010768139387616601","2.7129030227661133","0.41223822464000753","0.5771228823065758","0.017796844664520167","1.0582829713821411"
"COUN-7169","2024-05-19 13:35:17","[""plausability"",""k_ablation"",""GCE"",""19.05"",""Q1_log_prob_threshold""]","GCE","MultilayerPerceptron","LawDataset","30","30.0","0","0.954356849193573","0.9826086759567261","0.983402489626556","0.04890922402254855","1.7793182134628296","0.3584736492680081","0.5756989853861539","0.03190065961517225","1.0412615537643433"
"COUN-7168","2024-05-19 13:33:57","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultilayerPerceptron","BlobsDataset","6","5.0","0","1.0","0.9599999785423279","0.99","0.011773190749747926","2.7716610431671143","0.42681314753691063","0.5993322831392288","0.017842978139296292","1.0538170337677002"
"COUN-7167","2024-05-19 13:33:54","[""plausability"",""k_ablation"",""GCE"",""19.05"",""Q1_log_prob_threshold""]","GCE","MultilayerPerceptron","LawDataset","20","20.0","0","0.9788135886192322","0.9870129823684692","0.9745762711864406","0.04773767188888619","1.8411262035369873","0.34317161107465394","0.5464055807495014","0.03579623500063057","1.045052409172058"
"COUN-7166","2024-05-19 13:33:49","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultilayerPerceptron","BlobsDataset","4","4.0","0","1.0","0.9700000286102295","1.0","0.010998815652658507","2.933615207672119","0.4346625505207991","0.6095344132184982","0.026861500054446236","1.03992760181427"
"COUN-7165","2024-05-19 13:33:40","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultilayerPerceptron","BlobsDataset","2","2.0","0","1.0","0.9599999785423279","1.0","0.011230569753574554","2.8882367610931396","0.43234134499949406","0.6049587166309357","0.0263382887882401","1.036389946937561"
"COUN-7164","2024-05-19 13:33:32","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultilayerPerceptron","BlobsDataset","1","1.0","0","1.0","0.9399999976158142","1.0","0.011355252185368233","2.8787992000579834","0.4293371909097113","0.6017645904421807","0.026500922668474824","1.0344105958938599"
"COUN-7163","2024-05-19 13:33:17","[""plausability"",""k_ablation"",""GCE"",""19.05"",""Q1_log_prob_threshold""]","GCE","MultilayerPerceptron","LawDataset","10","10.0","0","0.935742974281311","0.9527897238731384","0.9919678714859438","0.0537304302018483","1.692040205001831","0.3747073802593004","0.6061561808565655","0.02851686958265222","1.048580527305603"
"COUN-7162","2024-05-19 13:33:16","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","100","16.0","2","1.0","1.0","1.0","0.011106604501628885","3.181608200073242","0.6741117893181978","0.9235995121137239","0.03622864665864584","1.012773871421814"
"COUN-7161","2024-05-19 13:33:03","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","90","14.0","2","1.0","1.0","1.0","0.01018872374553184","3.0903501510620117","0.679964325362807","0.9327381528750993","0.03091800899695848","1.0250269174575806"
"COUN-7160","2024-05-19 13:32:35","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","80","13.0","2","1.0","0.9900000095367432","1.0","0.010771641998082934","3.057792901992798","0.6635255291432904","0.9109541190997698","0.029498296057825116","1.0327003002166748"
"COUN-7159","2024-05-19 13:32:12","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","70","12.0","2","1.0","1.0","1.0","0.010457756603968783","3.154581308364868","0.6708146376888474","0.9233252794877626","0.03656083507530246","1.0230003595352173"
"COUN-7158","2024-05-19 13:31:53","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","60","13.0","2","1.0","1.0","1.0","0.011163507186580686","3.0821902751922607","0.6747207908582439","0.9251628617779352","0.029721918576668633","1.0280147790908813"
"COUN-7157","2024-05-19 13:31:40","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","50","12.0","2","1.0","1.0","1.0","0.010567176575114063","3.124908447265625","0.6758883324510587","0.9303820387856103","0.03597603625802558","1.0236942768096924"
"COUN-7156","2024-05-19 13:31:25","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","40","9.0","2","1.0","1.0","1.0","0.0109448823127313","3.039013624191284","0.6803856537925964","0.9351007650629617","0.02785330032990858","1.0358190536499023"
"COUN-7155","2024-05-19 13:31:23","[""plausability"",""k_ablation"",""GCE"",""19.05"",""Q1_log_prob_threshold""]","GCE","MultilayerPerceptron","LawDataset","8","8.0","0","0.9558233022689819","0.9327731132507324","0.9678714859437751","0.05125281517445903","1.7215182781219482","0.3291646439343549","0.5117928472449299","0.02968605736229701","1.0534437894821167"
"COUN-7154","2024-05-19 13:30:00","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","30","8.0","2","1.0","0.9900000095367432","0.99","0.012298064428352382","2.9039931297302246","0.6680193781655102","0.9168143804208375","0.019659723095974538","1.0390663146972656"
"COUN-7153","2024-05-19 13:29:32","[""plausability"",""k_ablation"",""GCE"",""19.05"",""Q1_log_prob_threshold""]","GCE","MultilayerPerceptron","LawDataset","6","6.0","0","0.9558233022689819","0.9201680421829224","0.9799196787148594","0.04985724280269957","1.7648868560791016","0.3130866319176989","0.4932141626144157","0.033876928586196425","1.054189920425415"
"COUN-7152","2024-05-19 13:29:31","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","20","8.0","2","1.0","1.0","1.0","0.010982582169846482","3.0464043617248535","0.6582999262770168","0.9095591504708864","0.032245649870056604","1.0295515060424805"
"COUN-7151","2024-05-19 13:29:14","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","90","30.0","1","0.9805825352668762","1.0","1.0","0.03514412364288026","1.5301032066345215","0.5541304291072703","0.7319125970710291","0.01598920246634411","1.1414905786514282"
"COUN-7150","2024-05-19 13:28:55","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","80","28.0","1","0.9803921580314636","0.9700000286102295","1.0","0.035592978092632316","1.4880709648132324","0.5372434058137692","0.7139781240536831","0.009667873464365354","1.154836893081665"
"COUN-7149","2024-05-19 13:28:35","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","70","24.0","1","0.9611650705337524","0.9898989796638489","1.0","0.035889906734843824","1.4421993494033813","0.5444147683263877","0.7295295879258915","0.012429851657080734","1.1539958715438843"
"COUN-7148","2024-05-19 13:28:11","[""plausability"",""k_ablation"",""GCE"",""19.05"",""Q1_log_prob_threshold""]","GCE","MultilayerPerceptron","LawDataset","4","4.0","0","0.9556451439857483","0.8860759735107422","0.9959677419354839","0.05068456664740207","1.8079335689544678","0.2893380818888079","0.4661019429690224","0.03766871370316781","1.0543279647827148"
"COUN-7147","2024-05-19 13:28:07","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","10","5.0","2","1.0","0.9800000190734863","0.99","0.011301696978203218","2.81620717048645","0.652340424324459","0.8965165109769441","0.01593040954754815","1.0510047674179077"
"COUN-7146","2024-05-19 13:27:59","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","8","5.0","2","1.0","0.9800000190734863","1.0","0.011275568869077301","3.021857261657715","0.6677019165433964","0.915192251636181","0.026451338581026506","1.0324894189834595"
"COUN-7145","2024-05-19 13:27:50","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","6","6.0","2","1.0","0.9800000190734863","1.0","0.012542094480760966","2.9632532596588135","0.6660546235157697","0.9163767270580866","0.025202294134298114","1.034958839416504"
"COUN-7144","2024-05-19 13:27:49","[""plausability"",""k_ablation"",""GCE"",""19.05"",""Q1_log_prob_threshold""]","GCE","MultilayerPerceptron","LawDataset","2","2.0","0","0.9051383137702942","0.8602620363235474","1.0","0.057770094465730774","1.4822039604187012","0.33961636962453684","0.5638280098354973","0.02090947182723285","1.0819286108016968"
"COUN-7143","2024-05-19 13:27:40","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","4","4.0","2","1.0","0.9599999785423279","1.0","0.011968162675346623","2.953129529953003","0.6591528687973636","0.9083696476952173","0.02585331028413507","1.0393580198287964"
"COUN-7142","2024-05-19 13:27:32","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","2","2.0","2","1.0","0.9300000071525574","1.0","0.012841897095318498","2.8694684505462646","0.6499128971246608","0.8942258755699731","0.020604145714915405","1.0451868772506714"
"COUN-7141","2024-05-19 13:27:23","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","1","1.0","2","1.0","0.9300000071525574","1.0","0.012404554849652692","2.87275767326355","0.6497382114199691","0.8941025714413263","0.020918424724939832","1.0443099737167358"
"COUN-7140","2024-05-19 13:27:22","[""plausability"",""k_ablation"",""GCE"",""19.05"",""Q1_log_prob_threshold""]","GCE","MultilayerPerceptron","LawDataset","1","1.0","0","0.9541666507720947","0.8209607005119324","1.0","0.06198874765412713","1.417124629020691","0.3376998308829735","0.5650386238332399","0.019786255992635417","1.091007113456726"
"COUN-7139","2024-05-19 13:27:19","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","60","23.0","1","0.970588207244873","0.9898989796638489","0.9901960784313726","0.030224208716859567","1.6375802755355835","0.5908549950829963","0.8038004416422072","0.008820744087017442","1.1398319005966187"
"COUN-7138","2024-05-19 13:27:01","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","50","23.0","1","0.9417475461959839","0.9793814420700073","1.0","0.03502510793719196","1.4696818590164185","0.5314676147260085","0.719704383444137","0.008147067032474111","1.1512720584869385"
"COUN-7137","2024-05-19 13:26:46","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","100","22.0","1","1.0","1.0","1.0","0.010758288746550495","3.0394089221954346","0.45426327480493517","0.6347064042091369","0.045574325580280295","1.0297452211380005"
"COUN-7136","2024-05-19 13:26:44","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","40","18.0","1","0.9708737730979919","1.0","1.0","0.038543557372629954","1.4193670749664307","0.537306443873286","0.7299919398128987","0.006953298331638889","1.1594682931900024"
"COUN-7135","2024-05-19 13:26:30","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","30","12.0","1","1.0","0.970588207244873","1.0","0.03178394203487495","1.4068164825439453","0.5435558179688948","0.7353848953178956","0.006522641662456883","1.1481122970581055"
"COUN-7134","2024-05-19 13:26:09","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","20","12.0","1","0.9708737730979919","0.9800000190734863","1.0","0.03756567330900133","1.327278733253479","0.5403038463380712","0.7374329517199658","6.575001313014376E-4","1.1926289796829224"
"COUN-7133","2024-05-19 13:26:07","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","90","20.0","1","1.0","1.0","1.0","0.010446989725729","2.9977612495422363","0.4525843893751873","0.6330874335765838","0.0433264334557623","1.0292638540267944"
"COUN-7132","2024-05-19 13:25:51","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","80","19.0","1","1.0","1.0","1.0","0.011577079812124042","2.972038507461548","0.46743667182868154","0.6548554417490959","0.04068071316388448","1.034305453300476"
"COUN-7131","2024-05-19 13:25:32","[""plausability"",""k_ablation"",""GCE"",""19.05"",""Q1_log_prob_threshold""]","GCE","LogisticRegression","LawDataset","100","70.0","0","1.0","1.0","1.0","0.044145580300212324","2.1417431831359863","0.24067166753880093","0.401464016168216","0.054777419954206416","1.0340062379837036"
"COUN-7130","2024-05-19 13:25:31","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","70","19.0","1","1.0","1.0","1.0","0.01068419216407846","2.9767978191375732","0.45528763007266126","0.6355987229943275","0.040765258786204406","1.032920479774475"
"COUN-7129","2024-05-19 13:25:04","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","10","7.0","1","0.9611650705337524","0.9292929172515869","0.9902912621359223","0.03440081130895121","1.3808623552322388","0.5632806967487292","0.7668154633420547","2.3652611225789618E-4","1.1910152435302734"
"COUN-7128","2024-05-19 13:24:43","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","8","7.0","1","0.9313725233078003","0.9684210419654846","1.0","0.04005880400275116","1.279581069946289","0.5357444683632516","0.7341575731572352","2.8571524296484335E-5","1.211458683013916"
"COUN-7127","2024-05-19 13:24:21","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","60","18.0","1","1.0","0.9900000095367432","0.98","0.010882081435479744","2.827691078186035","0.46916761031448906","0.650304793715477","0.030864992082048747","1.0565593242645264"
"COUN-7126","2024-05-19 13:24:21","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","6","6.0","1","0.9514563083648682","0.8979591727256775","1.0","0.04011820605034735","1.182936191558838","0.5284434618528018","0.7267404195011536","-0.009413473530396416","1.2336419820785522"
"COUN-7125","2024-05-19 13:24:11","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","50","16.0","1","1.0","0.9800000190734863","1.0","0.012963334870340222","2.9618260860443115","0.4652862622748016","0.6511467739939689","0.04033800518234911","1.030051827430725"
"COUN-7124","2024-05-19 13:24:02","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","4","4.0","1","0.9411764740943909","0.9479166865348816","1.0","0.039149140127262776","1.183185338973999","0.5228836594706614","0.7233455132397163","-0.010163419764792342","1.211945652961731"
"COUN-7123","2024-05-19 13:24:01","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","40","14.0","1","1.0","1.0","1.0","0.010906096394153152","3.011847734451294","0.46602517060165866","0.6502585905790329","0.04278277405239567","1.0335677862167358"
"COUN-7122","2024-05-19 13:23:45","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","2","2.0","1","0.9509803652763367","0.9484536051750183","1.0","0.030721041312916152","1.1472325325012207","0.5191746833499608","0.7226641097648511","-0.016511889854442997","1.1420814990997314"
"COUN-7121","2024-05-19 13:23:32","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","1","1.0","1","0.9417475461959839","0.8556700944900513","1.0","0.04815561875739226","1.1214027404785156","0.5095229898664617","0.7191614181585801","-0.01273694919123952","1.2900464534759521"
"COUN-7120","2024-05-19 13:23:21","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","LogisticRegression","MoonsDataset","90","33.0","1","1.0","1.0","1.0","0.03024658538384555","1.195204257965088","0.42215631126808567","0.5785324646868621","0.025993211347493956","1.0700427293777466"
"COUN-7119","2024-05-19 13:23:10","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","LogisticRegression","MoonsDataset","80","34.0","1","1.0","1.0","1.0","0.031009133342239648","1.1841254234313965","0.4233408586765455","0.5804814681552513","0.02552004088419068","1.081931233406067"
"COUN-7118","2024-05-19 13:22:43","[""plausability"",""k_ablation"",""GCE"",""19.05"",""Q1_log_prob_threshold""]","GCE","LogisticRegression","LawDataset","90","73.0","0","1.0","1.0","0.9954128440366973","0.04448926373543446","2.1904966831207275","0.24461435734844902","0.39551202006159575","0.05518586912567242","1.0347576141357422"
"COUN-7117","2024-05-19 13:22:15","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","30","10.0","1","1.0","0.949999988079071","0.98","0.012405163991611899","2.7034363746643066","0.45539921557013247","0.6357353129982948","0.026599194331865254","1.0529093742370605"
"COUN-7116","2024-05-19 13:21:51","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","LogisticRegression","MoonsDataset","70","33.0","1","1.0","0.9826086759567261","0.991304347826087","0.034820589030705826","1.2173516750335693","0.4282618291926111","0.57266598688641","0.020915646837501377","1.1405999660491943"
"COUN-7115","2024-05-19 13:21:10","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","LogisticRegression","MoonsDataset","60","25.0","1","1.0","0.991304337978363","1.0","0.026766175334792898","1.1257619857788086","0.4071910067634879","0.5541989052566983","0.02488015595910999","1.089902400970459"
"COUN-7114","2024-05-19 13:21:09","[""plausability"",""k_ablation"",""GCE"",""19.05"",""Q1_log_prob_threshold""]","GCE","LogisticRegression","LawDataset","80","64.0","0","1.0","1.0","1.0","0.04357277455191355","2.1522059440612793","0.2495937343698204","0.4165546346900113","0.052862799278594476","1.0312800407409668"
"COUN-7113","2024-05-19 13:20:57","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","LogisticRegression","MoonsDataset","50","31.0","1","1.0","0.9826086759567261","1.0","0.03061859863673375","1.1080917119979858","0.41007202164326856","0.5609299581477661","0.026744300921967223","1.067618489265442"
"COUN-7112","2024-05-19 13:20:47","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","LogisticRegression","MoonsDataset","40","28.0","1","1.0","1.0","1.0","0.031953630159463356","1.149424433708191","0.41338675113250006","0.5664405213243774","0.02544075249073528","1.0806875228881836"
"COUN-7111","2024-05-19 13:20:36","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","LogisticRegression","MoonsDataset","30","21.0","1","1.0","0.991304337978363","1.0","0.028183712735191113","1.1928285360336304","0.41963752294054146","0.5730362204247681","0.027414888345904553","1.0768920183181763"
"COUN-7110","2024-05-19 13:20:36","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","20","7.0","1","1.0","0.949999988079071","0.98","0.012582832105975798","2.6509838104248047","0.4595629361535493","0.6413150954246521","0.021630124251225437","1.058887243270874"
"COUN-7109","2024-05-19 13:19:37","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","10","8.0","1","1.0","0.949999988079071","0.99","0.013229690320486478","2.6353588104248047","0.41067338599192366","0.574093516767025","0.025148698679636258","1.0615040063858032"
"COUN-7108","2024-05-19 13:19:31","[""plausability"",""k_ablation"",""GCE"",""19.05"",""Q1_log_prob_threshold""]","GCE","LogisticRegression","LawDataset","70","55.0","0","1.0","1.0","1.0","0.04558178599362451","2.1262917518615723","0.24717429323165913","0.41293994832886466","0.05322559457163613","1.0321496725082397"
"COUN-7107","2024-05-19 13:19:25","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","LogisticRegression","MoonsDataset","20","18.0","1","1.0","0.9739130139350891","0.991304347826087","0.03416966703408958","1.214555263519287","0.44143343801143525","0.5863126033815839","0.019251612082410295","1.14013671875"
"COUN-7106","2024-05-19 13:19:07","[""Q1_log_prob_threshold"",""19.05"",""plausability"",""GCE"",""k_ablation""]","GCE","MultilayerPerceptron","WineDataset","10","8.0","2","1.0","1.0","1.0","0.6137980932119664","7.523431301116943","0.6054556550384868","1.9418583878781646","0.06333780557702365","1.0483415126800537"
"COUN-7105","2024-05-19 13:19:07","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","LogisticRegression","MoonsDataset","10","10.0","1","1.0","0.904347836971283","0.991304347826087","0.03560482940305255","1.1042567491531372","0.41956774981887607","0.5734446374760211","0.01886808684151095","1.1258459091186523"
"COUN-7104","2024-05-19 13:18:38","[""Q1_log_prob_threshold"",""19.05"",""plausability"",""GCE"",""k_ablation""]","GCE","MultilayerPerceptron","WineDataset","8","5.0","2","1.0","1.0","1.0","0.6147662833213389","7.300370693206787","0.6349757742196462","2.1088880540337414","0.060931143347266715","1.060075044631958"
"COUN-7103","2024-05-19 13:18:37","[""Q1_log_prob_threshold"",""GCE"",""19.05"",""plausability"",""k_ablation""]","GCE","MultinomialLogisticRegression","BlobsDataset","8","7.0","1","1.0","0.9700000286102295","0.98","0.011817181226858714","2.644073486328125","0.40785715788366983","0.5707337489724159","0.024383515824375427","1.077376365661621"
"COUN-7102","2024-05-19 13:18:08","[""Q1_log_prob_threshold"",""19.05"",""plausability"",""GCE"",""k_ablation""]","GCE","MultilayerPerceptron","WineDataset","6","6.0","2","1.0","1.0","1.0","0.5965518735037246","8.281364440917969","0.7095562433916466","2.331486684596166","0.06724732551581959","1.0416231155395508"
"COUN-7101","2024-05-19 13:18:05","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","LogisticRegression","MoonsDataset","8","8.0","1","0.9652174115180969","0.9099099040031433","0.991304347826087","0.03519222514786462","1.0537669658660889","0.4196006018709768","0.5726508395641472","0.017051672762787747","1.1213641166687012"
"COUN-7100","2024-05-19 13:17:46","[""plausability"",""k_ablation"",""GCE"",""19.05"",""Q1_log_prob_threshold""]","GCE","LogisticRegression","LawDataset","60","51.0","0","1.0","0.9954128265380859","1.0","0.04481287947028553","2.192638635635376","0.25571855990737663","0.42742507785148576","0.05451562323013458","1.0304206609725952"
"COUN-7099","2024-05-19 13:17:37","[""plausability"",""19.05"",""k_ablation"",""Q1_log_prob_threshold"",""GCE""]","GCE","LogisticRegression","MoonsDataset","6","6.0","1","0.9739130139350891","0.9017857313156128","1.0","0.03754599118448164","1.0557957887649536","0.4254448097846704","0.5917390532392476","0.009233691996861351","1.1531083583831787"
