"Id","Creation Time","Tags","parameters/method","parameters/disc_model/model_name","parameters/dataset","metrics/cf/K_vectors","parameters/counterfactuals/origin_class","metrics/cf/valid_cf_disc","metrics/cf/flow_prob_condition_acc","metrics/cf/cf_belongs_to_group","metrics/cf/plausibility","metrics/cf/flow_log_density_cfs","metrics/cf/dissimilarity_proximity_continuous_euclidean","metrics/cf/dissimilarity_proximity_continuous_manhatan","metrics/cf/isolation_forest_scores_cfs","metrics/cf/lof_scores_cfs","parameters/counterfactuals/alpha","parameters/counterfactuals/alpha_k","parameters/counterfactuals/alpha_s"
"COUN-8352","2024-05-19 21:08:26","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","1.0","0","1.0","1.0","1.0","0.5911166085526086","7.441659450531006","0.4742029790905116","1.5214923901172976","0.0688416346361447","1.0312763452529907","10","1000","100"
"COUN-8355","2024-05-19 21:08:53","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","8.0","0","1.0","1.0","1.0","0.5757106820851374","7.993954181671143","0.4234583199409261","1.288029378435264","0.0727637541983838","1.0257586240768433","10","10","1000"
"COUN-7991","2024-05-19 18:57:00","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","BlobsDataset","6.0","2","1.0","1.0","0.84","0.013120090883779863","2.8960986137390137","0.6592613719303151","0.8953047676221467","0.014770956334452377","1.0458585023880005","1000","1","1"
"COUN-7897","2024-05-19 18:28:29","[""no_plausability"",""Q1_log_prob_threshold"",""all_methods"",""lambda_ablation"",""19.05"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","5.0","0","0.9902912378311157","1.0","0.8058252427184466","0.05342165049406436","1.117153525352478","0.38248196276907015","0.5265144797649198","0.0019805838419628525","1.2730342149734497","1000","1000","1"
"COUN-7781","2024-05-19 17:49:20","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","BlobsDataset","22.0","0","1.0","1.0","1.0","0.010616550343453707","3.018454074859619","0.47160228635534124","0.6604334792494774","0.023982755234002097","1.0353689193725586","1000","10","1000"
"COUN-7780","2024-05-19 17:49:18","[""no_plausability"",""Q1_log_prob_threshold"",""all_methods"",""lambda_ablation"",""19.05"",""GCE""]","GCE","LogisticRegression","MoonsDataset","33.0","0","1.0","1.0","1.0","0.04435472012666868","1.0800384283065796","0.3896978107291677","0.5370079828452112","0.011315867069500128","1.201558232307434","1000","10","1000"
"COUN-7760","2024-05-19 17:41:48","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","BlobsDataset","7.0","0","1.0","1.0","0.87","0.012538629231632206","2.887859582901001","0.46090090514498444","0.638159809410572","0.016587114850629314","1.0574148893356323","1000","10","10"
"COUN-7885","2024-05-19 18:22:44","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","BlobsDataset","4.0","1","1.0","1.0","0.93","0.011412108412632023","2.732525110244751","0.41108214726770037","0.5699522319436073","0.02894169599238036","1.0616576671600342","1000","100","10"
"COUN-7894","2024-05-19 18:26:14","[""no_plausability"",""Q1_log_prob_threshold"",""all_methods"",""lambda_ablation"",""19.05"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","6.0","0","1.0","1.0","0.9509803921568627","0.025104168812468464","1.2461215257644653","0.46607570811952903","0.6374661967582891","0.009716250823337328","1.0680428743362427","1000","10","1"
"COUN-7930","2024-05-19 18:36:48","[""no_plausability"",""Q1_log_prob_threshold"",""all_methods"",""lambda_ablation"",""19.05"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","25.0","0","1.0","1.0","1.0","0.027433577889883185","1.1085331439971924","0.4235211379935278","0.5634054843833962","0.01124434712036107","1.0981420278549194","1000","100","1000"
"COUN-8000","2024-05-19 19:01:32","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","BlobsDataset","8.0","2","1.0","1.0","0.98","0.01022996762551849","3.050854206085205","0.6690329830763369","0.919889077974949","0.03017890159761107","1.0327763557434082","1000","1","10"
"COUN-8069","2024-05-19 19:23:52","[""no_plausability"",""Q1_log_prob_threshold"",""all_methods"",""lambda_ablation"",""19.05"",""GCE""]","GCE","LogisticRegression","MoonsDataset","28.0","1","1.0","1.0","1.0","0.03072083034734847","1.1978652477264404","0.40986469832632544","0.5542282723356038","0.02631785390041668","1.0923696756362915","1000","1","10"
"COUN-8169","2024-05-19 19:54:20","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","BlobsDataset","6.0","1","1.0","1.0","0.95","0.012284040760558747","2.722353458404541","0.40107424263595676","0.5612605446577072","0.02815232134319736","1.0620776414871216","100","1","1"
"COUN-8232","2024-05-19 20:23:28","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","BlobsDataset","18.0","1","1.0","1.0","1.0","0.011611533543178407","3.072268009185791","0.45894708770320014","0.6434312489628792","0.04590497153237272","1.0326735973358154","1000","10","1000"
"COUN-8287","2024-05-19 20:40:15","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","BlobsDataset","6.0","2","1.0","1.0","1.0","0.011799885802733914","2.6663331985473633","0.6052590232592052","0.8324651200906373","0.0037631341967197963","1.0753728151321411","100","1","10"
"COUN-8316","2024-05-19 20:59:43","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","BlobsDataset","5.0","2","1.0","1.0","0.96","0.011426849241371334","2.8350577354431152","0.6483331064179134","0.8914607424871065","0.01813024065311921","1.049668788909912","1000","100","100"
"COUN-8378","2024-05-19 21:13:29","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","1.0","0","1.0","1.0","1.0","0.5154232675217385","8.521383285522461","0.6760683275715723","2.2180971001895764","0.07101963342604313","1.0184040069580078","1000","100","1"
"COUN-8392","2024-05-19 21:16:33","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","2.0","0","1.0","1.0","1.0","0.5280835613996908","8.264878273010254","0.6401985624706106","2.1197236330869296","0.064463578378395","1.0278619527816772","1000","1000","1000"
"COUN-8359","2024-05-19 21:09:47","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","1.0","0","1.0","1.0","1.0","0.5329395331740322","8.200655937194824","0.6019289143411007","1.9442836494805913","0.06931333093053309","1.0259220600128174","100","10","1"
"COUN-8386","2024-05-19 21:15:13","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","3.0","0","1.0","1.0","1.0","0.5482440817493289","7.886486053466797","0.6372338897071","2.147555656886349","0.058728877693485955","1.0408241748809814","1000","10","100"
"COUN-8488","2024-05-19 21:43:29","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","3.0","2","1.0","1.0","1.0","0.550683093512207","7.708441734313965","0.5504884863387491","1.6540762440767138","0.06828935929997196","1.0310791730880737","10","10","100"
"COUN-8494","2024-05-19 21:44:49","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","2.0","2","1.0","1.0","1.0","0.5561524165607464","7.1368608474731445","0.6582605696045633","1.9705506922211498","0.06050556212889448","1.0396783351898193","10","1000","1000"
"COUN-8453","2024-05-19 21:35:58","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","9.0","1","1.0","1.0","1.0","0.4910383517057758","8.980364799499512","0.7101468942599045","2.210634802335075","0.06722477064678586","1.0435864925384521","1000","1","100"
"COUN-8416","2024-05-19 21:22:13","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","6.0","1","1.0","1.0","0.8571428571428571","0.4950229831535137","8.112547874450684","0.6849563632631687","2.128945496598525","0.06371712990672769","1.0427063703536987","10","10","10"
"COUN-8438","2024-05-19 21:29:33","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","6.0","1","1.0","1.0","0.6428571428571429","0.5050365167858598","7.97434139251709","0.7856565011147156","2.3424480508214662","0.052732174756716176","1.0567681789398193","100","100","100"
"COUN-8470","2024-05-19 21:39:53","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","5.0","2","1.0","1.0","1.0","0.5742101271718785","7.052436828613281","0.4759846992548552","1.4010940676089376","0.06947427008189969","1.024021863937378","1","1","100"
"COUN-8466","2024-05-19 21:39:17","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","4.0","2","1.0","1.0","1.0","0.5715775353216558","7.035491943359375","0.532567307832766","1.625110996281728","0.06533428375101766","1.037462830543518","1","1","10"
"COUN-8505","2024-05-19 21:47:32","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","4.0","2","1.0","1.0","1.0","0.57275097700536","8.088205337524414","0.6103964373790636","1.911526378011331","0.06832597859326585","1.0372092723846436","100","10","100"
"COUN-8519","2024-05-19 21:51:36","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","2.0","2","1.0","1.0","1.0","0.5106229730208766","7.7612810134887695","0.7606273678625705","2.3990518776234238","0.0695603952924897","1.0364787578582764","1000","100","10"
"COUN-8532","2024-05-19 21:55:10","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","1.0","0","1.0","1.0","1.0","0.583733149190114","7.0709052085876465","0.48985957947418984","1.5273988887978096","0.061112357774505854","1.0569344758987427","1","1000","1"
"COUN-8565","2024-05-19 22:01:37","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","1.0","0","1.0","1.0","1.0","0.5671228319599904","7.546453475952148","0.6100827869528355","1.9368404182605445","0.06438277640504667","1.0596970319747925","100","1000","1"
"COUN-8559","2024-05-19 22:00:06","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","6.0","0","1.0","1.0","1.0","0.5542885154871786","7.474538326263428","0.47795699325657753","1.404858672215293","0.06697386017009689","1.0477913618087769","10","10","1000"
"COUN-8571","2024-05-19 22:02:39","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","8.0","0","1.0","1.0","1.0","0.5517485730904896","8.169480323791504","0.572420444963179","1.8189436956308782","0.06566347065362121","1.047688364982605","100","1","100"
"COUN-8560","2024-05-19 22:00:21","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","4.0","0","1.0","1.0","1.0","0.5622823542639597","7.401527404785156","0.46709842651240935","1.3720048742058377","0.06968782983601746","1.049725890159607","10","100","1000"
"COUN-8577","2024-05-19 22:04:10","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","3.0","0","1.0","1.0","1.0","0.5416524151170461","8.137072563171387","0.6132898893477582","1.978804020366321","0.06306941944073234","1.0523419380187988","100","100","1000"
"COUN-8592","2024-05-19 22:07:30","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","4.0","0","1.0","1.0","1.0","0.5528324079484369","6.755826473236084","0.704830032305264","2.323154005687684","0.04741056557543408","1.0693670511245728","1000","1","1000"
"COUN-8726","2024-05-19 22:41:43","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","1.0","2","1.0","1.0","1.0","0.6200156847117051","6.834898948669434","0.705038781676961","2.2625894089695064","0.05656185396347384","1.0744655132293701","1000","1000","100"
"COUN-8714","2024-05-19 22:38:17","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","2.0","2","1.0","1.0","1.0","0.6034106517376643","6.649040222167969","0.7072958644669591","2.2691328605171295","0.053589954206566814","1.0651298761367798","100","1000","1000"
"COUN-8721","2024-05-19 22:40:19","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","1.0","2","1.0","1.0","1.0","0.6146581172031521","6.791717529296875","0.7148254707419178","2.294065516954288","0.05496362506096627","1.0731985569000244","1000","100","10"
"COUN-8703","2024-05-19 22:36:17","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","2.0","2","1.0","1.0","1.0","0.6186861613036195","6.722927093505859","0.6607125348447214","2.1349898961838334","0.05175740486580024","1.0808954238891602","100","10","10"
"COUN-8653","2024-05-19 22:26:01","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","3.0","1","1.0","1.0","0.6428571428571429","0.49823520865797505","7.172640800476074","0.7380881064253089","2.2131404262036085","0.05512757571278571","1.0602823495864868","1000","100","10"
"COUN-8655","2024-05-19 22:26:24","[""no_plausability"",""Q1_log_prob_threshold"",""all_methods"",""lambda_ablation"",""19.05"",""GCE""]","GCE","LogisticRegression","LawDataset","61.0","0","1.0","1.0","1.0","0.04748603541505464","1.960138201713562","0.21419669287970233","0.3514307404808495","0.05482275821475612","1.0377463102340698","100","10","1000"
"COUN-8690","2024-05-19 22:33:39","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","4.0","2","1.0","1.0","1.0","0.5992270021406336","6.779841423034668","0.47394338277605164","1.3938399834092707","0.06434082289427875","1.0334392786026","10","1","100"
"COUN-8683","2024-05-19 22:32:30","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","1.0","2","1.0","1.0","1.0","0.612385756376944","6.789141654968262","0.5979731318060766","1.900202334439382","0.05476439031647824","1.0557301044464111","10","100","1"
"COUN-8738","2024-05-19 23:04:16","[""no_plausability"",""Q1_log_prob_threshold"",""all_methods"",""lambda_ablation"",""19.05"",""GCE""]","GCE","LogisticRegression","LawDataset","73.0","0","1.0","1.0","1.0","0.04493274925594995","2.1730823516845703","0.24368441927325854","0.4026106664005223","0.054184348097675646","1.0310661792755127","1000","1","100"
"COUN-7768","2024-05-19 17:44:38","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","BlobsDataset","8.0","0","1.0","1.0","0.99","0.010215237531137367","3.0073413848876953","0.46447187685799923","0.6473045575618744","0.02461683506151094","1.0355753898620605","1000","10","100"
"COUN-7826","2024-05-19 17:57:57","[""no_plausability"",""Q1_log_prob_threshold"",""all_methods"",""lambda_ablation"",""19.05"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","13.0","0","1.0","1.0","0.9509803921568627","0.05863716579065902","0.9659119248390198","0.33759802859220217","0.44858545267854033","0.012092383707588444","1.197113037109375","10","1","1"
"COUN-7875","2024-05-19 18:19:17","[""no_plausability"",""Q1_log_prob_threshold"",""all_methods"",""lambda_ablation"",""19.05"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","42.0","0","0.9902912378311157","1.0","1.0","0.045120532177807454","1.0869561433792114","0.35388144346402683","0.46751621919090625","0.011126532047859905","1.2249528169631958","100","1","100"
"COUN-7884","2024-05-19 18:22:24","[""no_plausability"",""Q1_log_prob_threshold"",""all_methods"",""lambda_ablation"",""19.05"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","44.0","0","1.0","1.0","1.0","0.04074286025583786","1.089426040649414","0.3578827447015301","0.48024796663701314","0.0066298882223342","1.2191261053085327","100","1","1000"
"COUN-8001","2024-05-19 19:02:13","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","BlobsDataset","5.0","2","1.0","1.0","0.93","0.011351368070416559","2.917207717895508","0.6691955849727695","0.9173245857493021","0.020392815446637562","1.0461901426315308","1000","10","10"
"COUN-8057","2024-05-19 19:17:53","[""no_plausability"",""Q1_log_prob_threshold"",""all_methods"",""lambda_ablation"",""19.05"",""GCE""]","GCE","LogisticRegression","MoonsDataset","17.0","1","1.0","1.0","0.8956521739130435","0.030576908620141025","1.2239365577697754","0.42106615186991714","0.5695317206317154","0.023170673193938604","1.104246973991394","1000","1","1"
"COUN-8085","2024-05-19 19:31:40","[""no_plausability"",""Q1_log_prob_threshold"",""all_methods"",""lambda_ablation"",""19.05"",""GCE""]","GCE","LogisticRegression","MoonsDataset","15.0","1","1.0","1.0","0.9652173913043478","0.033860174395571124","1.145269751548767","0.41936033525614047","0.5650618459361241","0.022698311385820565","1.1210265159606934","1000","100","100"
"COUN-8145","2024-05-19 19:47:46","[""no_plausability"",""Q1_log_prob_threshold"",""all_methods"",""lambda_ablation"",""19.05"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","16.0","1","0.9902912378311157","1.0","1.0","0.050943410785807136","1.0231668949127197","0.47920182940713524","0.648020574802478","-0.0018601065911496653","1.2700791358947754","10","1","10"
"COUN-8109","2024-05-19 19:40:46","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","BlobsDataset","18.0","0","1.0","1.0","1.0","0.010018352022358757","2.9955828189849854","0.450857416042163","0.6334278181195259","0.027114970840637517","1.0356299877166748","1000","10","1000"
"COUN-8206","2024-05-19 20:12:07","[""no_plausability"",""Q1_log_prob_threshold"",""all_methods"",""lambda_ablation"",""19.05"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","4.0","1","1.0","1.0","1.0","0.03214671245346668","1.3821154832839966","0.5628543899507092","0.784143557386272","-0.003263403089555235","1.1264607906341553","1000","100","1"
"COUN-8214","2024-05-19 20:16:04","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","BlobsDataset","7.0","1","1.0","1.0","0.92","0.011154893639167775","2.848345994949341","0.45129895891007793","0.6315029498934746","0.032361324759992434","1.048540711402893","1000","10","10"
"COUN-8213","2024-05-19 20:15:50","[""no_plausability"",""Q1_log_prob_threshold"",""all_methods"",""lambda_ablation"",""19.05"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","3.0","1","0.9708737730979919","1.0","1.0","0.03449783011290057","1.3725063800811768","0.5594323694036273","0.786533291877713","-0.007514586960928801","1.1329172849655151","1000","100","10"
"COUN-8209","2024-05-19 20:13:11","[""no_plausability"",""Q1_log_prob_threshold"",""all_methods"",""lambda_ablation"",""19.05"",""GCE""]","GCE","MultilayerPerceptron","MoonsDataset","22.0","1","1.0","1.0","1.0","0.030126857334093943","1.7431424856185913","0.5809576736008663","0.7665036483599976","0.024510379050420215","1.1046991348266602","1000","1","10"
"COUN-8379","2024-05-19 21:13:39","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","1.0","0","1.0","1.0","1.0","0.5111631319524931","8.30169677734375","0.7037403914073145","2.3183314919782183","0.06784060670022253","1.0179401636123657","1000","1000","1"
"COUN-8308","2024-05-19 20:55:02","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","BlobsDataset","6.0","2","1.0","1.0","0.98","0.011799826486342002","2.915733575820923","0.6463053619693097","0.8860030712024308","0.02188375619456481","1.0418087244033813","1000","1","10"
"COUN-8318","2024-05-19 21:01:47","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","BlobsDataset","17.0","2","1.0","1.0","1.0","0.009855742107554822","3.0255141258239746","0.6546434493227206","0.899971108569298","0.02907536274171604","1.0305511951446533","1000","1","1000"
"COUN-8369","2024-05-19 21:11:31","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","2.0","0","1.0","1.0","1.0","0.5626625085824087","7.972154140472412","0.5337466431517589","1.6184330410324037","0.0633779491279438","1.0375481843948364","100","100","100"
"COUN-8361","2024-05-19 21:10:15","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","1.0","0","1.0","1.0","1.0","0.5341490363017205","8.149603843688965","0.6095253489598599","1.9511957350187004","0.07067078750217025","1.025032639503479","100","1000","1"
"COUN-8391","2024-05-19 21:16:16","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","4.0","0","1.0","1.0","1.0","0.5452088182538033","8.20879077911377","0.6510280518128297","2.1635818967285254","0.06019875335733105","1.025339126586914","1000","100","1000"
"COUN-8390","2024-05-19 21:15:54","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","6.0","0","1.0","1.0","1.0","0.5430577724139097","8.147035598754883","0.5918255332933843","1.9708715045514207","0.06672131751979252","1.0311024188995361","1000","10","1000"
"COUN-8441","2024-05-19 21:30:23","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","8.0","1","1.0","1.0","1.0","0.49659550873808633","8.56795597076416","0.6848430633688478","2.1503147496176616","0.06740533449975437","1.0488835573196411","100","1","1000"
"COUN-8501","2024-05-19 21:46:26","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","2.0","2","1.0","1.0","1.0","0.563886707243815","7.320780277252197","0.6037667969462326","1.8002547187265008","0.06137139542107685","1.0483286380767822","100","10","10"
"COUN-8543","2024-05-19 21:56:46","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","4.0","0","1.0","1.0","1.0","0.5558454684577786","6.735601425170898","0.4368415735984675","1.318215005254994","0.059434587700818664","1.0437968969345093","1","100","1000"
"COUN-8629","2024-05-19 22:16:46","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","5.0","1","1.0","1.0","0.6428571428571429","0.5035837196911687","7.238853454589844","0.5960787098519543","1.769361836835742","0.07427169066926417","1.0406675338745117","100","1","1"
"COUN-8498","2024-05-19 21:45:58","[""no_plausability"",""Q1_log_prob_threshold"",""all_methods"",""lambda_ablation"",""19.05"",""GCE""]","GCE","LogisticRegression","LawDataset","15.0","0","1.0","1.0","0.9724770642201835","0.048529034052928605","1.8948918581008911","0.22026764422039438","0.37088092611333645","0.05648128623196798","1.0347094535827637","100","10","10"
"COUN-8475","2024-05-19 21:40:36","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","6.0","2","1.0","1.0","1.0","0.5629213073150152","7.173558712005615","0.4813195062515286","1.406253078347072","0.07014613649536075","1.020985722541809","1","10","1000"
"COUN-8520","2024-05-19 21:51:49","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultinomialLogisticRegression","WineDataset","2.0","2","1.0","1.0","0.9","0.5252344246029719","7.309456825256348","0.7582398065111567","2.390631709014997","0.06142877771460438","1.0432204008102417","1000","1000","10"
"COUN-8541","2024-05-19 21:56:28","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","8.0","0","1.0","1.0","1.0","0.5545420499242761","6.636946201324463","0.41886160082907264","1.1986830062232912","0.06676438628577676","1.046207070350647","1","1","1000"
"COUN-8548","2024-05-19 21:57:42","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","1.0","0","0.9166666865348816","1.0","1.0","0.5869684796841406","7.351093769073486","0.4777318378967141","1.5160948358137498","0.06504549151741629","1.0508941411972046","10","1000","1"
"COUN-8550","2024-05-19 21:58:10","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","3.0","0","1.0","1.0","1.0","0.5481594128782553","7.58005952835083","0.4632345043252664","1.3768798673215012","0.06365302398763922","1.0438216924667358","10","10","10"
"COUN-8549","2024-05-19 21:57:55","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","2.0","0","1.0","1.0","1.0","0.5775947583834974","7.7161102294921875","0.47991617004588166","1.3975806740733485","0.07066625620482501","1.0476967096328735","10","1","10"
"COUN-8572","2024-05-19 22:02:55","[""lambda_ablation"",""no_plausability"",""Q1_log_prob_threshold"",""19.05"",""all_methods"",""GCE""]","GCE","MultilayerPerceptron","WineDataset","4.0","0","1.0","1.0","1.0","0.545321694706047","8.930915832519531","0.5631432322629873","1.6502027991227806","0.07438661595984818","1.0290619134902954","100","10","100"
